"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"Antidiabetic"
"78293"	"Alogliptin 12.5mg / Metformin 1g tablets (Colorama Pharmaceuticals Ltd)"	"Alogliptin/Metformin"	"1gram + 12.5mg"	"Tablet"	"Oral"	"06010209"	"Alogliptin/Metformin"
"78392"	"Metformin 850mg tablets (Zentiva)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"78537"	"Metformin 850mg/5ml oral suspension"	"Metformin"	"170mg/1ml"	"Oral suspension"	"Oral"	"06010202"	"Metformin"
"78946"	"Ertugliflozin 15mg tablets"	"Ertugliflozin"	NA	"Tablet"	"Oral"	"06010205"	"Ertugliflozin"
"79017"	"Metformin 850mg tablets (Mylan)"	"Metformin"	NA	"Tablet"	"Oral"	"06010202"	"Metformin"
"79127"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Nipro Diagnostics (UK) Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"79140"	"GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"79254"	"Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"06010100"	"Insulin"
"79358"	"Insulin biphasic isophane porcine 100 units/ml Injection"	"Insulin"	"100 units/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"79372"	"Glibenclamide 5mg Tablet (Celltech Pharma Europe Ltd)"	"Glibenclamide"	"5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"79512"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"79694"	"Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"90unit/1ml + 10unit/1ml"	"Suspension for injection"	"Subcutaneous"	"00000000"	"Insulin"
"79700"	"Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma)"	"Insulin"	"85unit/1ml + 15unit/1ml"	"Suspension for injection"	"Subcutaneous"	"00000000"	"Insulin"
"79705"	"Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Suspension for injection"	"Subcutaneous"	"00000000"	"Insulin"
"79854"	"Pioglitazone 15mg tablets (Accord Healthcare Ltd)"	"Pioglitazone"	"15mg"	"Tablet"	"Oral"	"06010207"	"Pioglitazone"
"79955"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Arctic Medical Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"80087"	"Empagliflozin 25mg / Linagliptin 5mg tablets"	"Empagliflozin/Linagliptin"	"25mg + 5mg"	"Tablet"	"Oral"	"06010211"	"Empagliflozin/Linagliptin"
"80215"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"80319"	"Empagliflozin 10mg / Linagliptin 5mg tablets"	"Empagliflozin/Linagliptin"	"10mg + 5mg"	"Tablet"	"Oral"	"06010211"	"Empagliflozin/Linagliptin"
"80506"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"80621"	"Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"80647"	"Metuxtan SR 500mg tablets (Accord Healthcare Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"80676"	"Bilxona 60mg modified-release tablets (Accord Healthcare Ltd)"	"Gliclazide"	"60mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"80678"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"80784"	"Invokana 100mg tablets (Pharmaram Ltd)"	"Canagliflozin"	"100mg"	"Tablet"	"Oral"	"06010205"	"Canagliflozin"
"80810"	"Bydureon BCise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens (AstraZeneca UK Ltd)"	"Exenatide"	"2.353mg/1ml"	"Prolonged-release suspension for injection"	"Subcutaneous"	"06010206"	"Exenatide"
"80828"	"Gliclazide 30mg/5ml oral suspension"	"Gliclazide"	"6mg/1ml"	"Oral suspension"	"Oral"	"06010201"	"Gliclazide"
"80878"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Device"	NA	"00000000"	"Insulin"
"80987"	"Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices"	"Exenatide"	"2.353mg/1ml"	"Prolonged-release suspension for injection"	"Subcutaneous"	"06010206"	"Exenatide"
"81073"	"Victoza 6mg/ml solution for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd)"	"Liraglutide"	"6mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010206"	"Liraglutide"
"81111"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190300"	"Insulin"
"81368"	"Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"06010102"	"Insulin"
"81428"	"Sukkarto SR 750mg tablets (Morningside Healthcare Ltd)"	"Metformin"	"750mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"81491"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"81864"	"Metformin 500mg modified-release tablets (Morningside Healthcare Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"81916"	"Ateria SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"82085"	"Metformin 500mg tablets (RX Farma)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"82124"	"Lyumjev 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"82172"	"Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"82174"	"Semaglutide 3mg tablets"	"Semaglutide"	"3mg"	"Tablet"	"Oral"	"06010206"	"Semaglutide"
"82201"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"71190600"	"Insulin"
"82258"	"Rybelsus 3mg tablets (Novo Nordisk Ltd)"	"Semaglutide"	"3mg"	"Tablet"	"Oral"	"06010206"	"Semaglutide"
"82322"	"Gliclazide 30mg modified-release tablets (Actavis UK Ltd)"	"Gliclazide"	"30mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"82349"	"Metformin 850mg tablets (Phoenix Healthcare Distribution Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"82372"	"Competact 15mg/850mg tablets (DE Pharmaceuticals)"	"Metformin/Pioglitazone"	"15mg + 850mg"	"Tablet"	"Oral"	"06010213"	"Metformin/Pioglitazone"
"82473"	"Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"06010151"	"Insulin"
"82475"	"NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"82533"	"Humulin S 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"06010101"	"Insulin"
"82595"	"Lantus 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"82697"	"Rybelsus 7mg tablets (Novo Nordisk Ltd)"	"Semaglutide"	"7mg"	"Tablet"	"Oral"	"06010206"	"Semaglutide"
"82709"	"Semaglutide 7mg tablets"	"Semaglutide"	"7mg"	"Tablet"	"Oral"	"06010206"	"Semaglutide"
"82816"	"Lyumjev 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"82846"	"Amglidia 0.6mg/ml oral suspension with 5ml oral syringe (Amring Pharmaceuticals Ltd)"	"Glibenclamide"	"600microgram/1ml"	"Oral suspension"	"Oral"	"06010201"	"Glibenclamide"
"82855"	"Metformin 500mg modified-release tablets (Medihealth (Northern) Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"82890"	"Metformin 850mg tablets (Milpharm Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"82894"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Prosum Medical Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"82909"	"Semaglutide 14mg tablets"	"Semaglutide"	"14mg"	"Tablet"	"Oral"	"06010206"	"Semaglutide"
"82985"	"Sitagliptin 50mg/5ml oral suspension"	"Sitagliptin"	"10mg/1ml"	"Oral suspension"	"Oral"	"06010204"	"Sitagliptin"
"83010"	"Insulin soluble bovine 100units/ml solution for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"06010101/06010300"	"Insulin"
"83088"	"Glucorex SR 500mg tablets (GlucoRx Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"83089"	"Glyxambi 10mg/5mg tablets (Boehringer Ingelheim Ltd)"	"Empagliflozin/Linagliptin"	"5mg + 10mg"	"Tablet"	"Oral"	"06010211"	"Empagliflozin/Linagliptin"
"83130"	"Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices"	"Dulaglutide"	"6mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010206"	"Dulaglutide"
"83186"	"Neulente 100unit/ml Injection (Wellcome Medical Division)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"83212"	"GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"83236"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"83262"	"Trulicity 3mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Dulaglutide"	"6mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010206"	"Dulaglutide"
"83456"	"Acarbose 50mg tablets (A A H Pharmaceuticals Ltd)"	"Acarbose"	"50mg"	"Tablet"	"Oral"	"06010203"	"Acarbose"
"83476"	"Acarbose 100mg tablets (A A H Pharmaceuticals Ltd)"	"Acarbose"	"100mg"	"Tablet"	"Oral"	"06010203"	"Acarbose"
"83483"	"Glipizide 5mg tablets (Almus Pharmaceuticals Ltd)"	"Glipizide"	"5mg"	"Tablet"	"Oral"	"00000000"	"Glipizide"
"83493"	"Tolbutamide 500mg tablets (Almus Pharmaceuticals Ltd)"	"Tolbutamide"	"500mg"	"Tablet"	"Oral"	"06010201"	"Tolbutamide"
"83608"	"Metformin 500mg modified-release tablets (Consilient Health Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"83632"	"Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices"	"Dulaglutide"	"9mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010206"	"Dulaglutide"
"83706"	"Rybelsus 14mg tablets (Novo Nordisk Ltd)"	"Semaglutide"	"14mg"	"Tablet"	"Oral"	"06010206"	"Semaglutide"
"83841"	"Metformin 500mg tablets (Sigma Pharmaceuticals Plc)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"83847"	"Trulicity 4.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Dulaglutide"	"9mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010206"	"Dulaglutide"
"83875"	"Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices"	"Lixisenatide/Insulin"	"100unit/1ml + 33microgram/1ml"	"Solution for injection"	"Subcutaneous"	"06010102/06010212"	"Lixisenatide/Insulin"
"83988"	"Metformin 1g modified-release tablets (Morningside Healthcare Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"84014"	"Metformin 1g tablets"	"Metformin"	"1gram"	"Tablet"	"Oral"	"06010202"	"Metformin"
"84037"	"Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"84213"	"Zicron PR 30mg tablets (Bristol Laboratories Ltd)"	"Gliclazide"	"30mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"84216"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Prosum Medical Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"84232"	"Forxiga 10mg tablets (Pharmaram Ltd)"	"Dapagliflozin"	"10mg"	"Tablet"	"Oral"	"06010205"	"Dapagliflozin"
"84314"	"Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"200unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010101"	"Insulin"
"84547"	"Ateria SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"84602"	"Diamicron 30mg MR tablets (Dowelhurst Ltd)"	"Gliclazide"	"30mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"84627"	"Metformin 1g modified-release tablets (Accord Healthcare Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"84649"	"Ateria SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"84717"	"Metformin 500mg Tablet (Ratiopharm UK Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"84743"	"Metformin Oral solution"	"Metformin"	NA	"Oral Solution"	"Oral"	"06010202"	"Metformin"
"84885"	"Gliclazide 80mg tablets (Phoenix Healthcare Distribution Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"84958"	"Pioglitazone 15mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd)"	"Metformin/Pioglitazone"	"850mg + 15mg"	"Tablet"	"Oral"	"06010213"	"Metformin/Pioglitazone"
"85047"	"Metformin 1g modified-release tablets (Medihealth (Northern) Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"85064"	"Metformin 500mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"85635"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"85733"	"Glibenclamide 6mg/ml oral suspension sugar free"	"Glibenclamide"	"6mg/1ml"	"Oral suspension"	"Oral"	"06010201"	"Glibenclamide"
"85749"	"Glibenclamide 600micrograms/ml oral suspension sugar free"	"Glibenclamide"	"600microgram/1ml"	"Oral suspension"	"Oral"	"06010201"	"Glibenclamide"
"86016"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (HTL-STREFA S.A.)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"86083"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"71190600"	"Insulin"
"86117"	"Amglidia 0.6mg/ml oral suspension with 1ml oral syringe (Amring Pharmaceuticals Ltd)"	"Glibenclamide"	"600microgram/1ml"	"Oral suspension"	"Oral"	"06010201"	"Glibenclamide"
"86376"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Red (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"86392"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Grey (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"86448"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"86484"	"Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"86529"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"86706"	"Admelog 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"86710"	"Metformin 750mg modified-release tablets (DE Pharmaceuticals)"	"Metformin"	"750mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"86725"	"Admelog 100units/ml solution for injection 3ml pre-filled pens (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"86727"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (H & R Healthcare Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"86876"	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"86879"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"71190600"	"Insulin"
"87325"	"Glucophage SR 1000mg tablets (Pilsco Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"87341"	"Metformin 1g/5ml oral solution sugar free (Colonis Pharma Ltd)"	"Metformin"	"200mg/1ml"	"Oral solution"	"Oral"	"06010202"	"Metformin"
"87541"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (H & R Healthcare Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"87570"	"Forxiga 10mg tablets (CST Pharma Ltd)"	"Dapagliflozin"	"10mg"	"Tablet"	"Oral"	"06010205"	"Dapagliflozin"
"87614"	"Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Gliclazide"	"30mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"87687"	"InSu/Light hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 13mm needle 0.33mm/29gauge (Medicure Scientific Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190300"	"Insulin"
"87716"	"Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"87808"	"Metformin 1g modified-release tablets (A A H Pharmaceuticals Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"87852"	"Glyxambi 25mg/5mg tablets (Boehringer Ingelheim Ltd)"	"Empagliflozin/Linagliptin"	"5mg + 25mg"	"Tablet"	"Oral"	"06010211"	"Empagliflozin/Linagliptin"
"87891"	"Metformin 500mg modified-release tablets (Amarox Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"88019"	"Sitagliptin 100mg/5ml oral solution sugar free"	"Sitagliptin"	NA	"Oral solution"	"Oral"	"06010204"	"Sitagliptin"
