"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Antidiabetic"	"group"
"47939"	"Glucient SR 500mg tablets (Consilient Health Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"55746"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"86710"	"Metformin 750mg modified-release tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Metformin"	"750mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"11080"	"Insulin isophane human prb 100iu/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"15710"	"Insulin soluble human emp 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"10051"	"Pioglitazone 45mg tablets"	"Oral tablet"	"Oral"	"Pioglitazone"	"45mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"21395"	"Insulin biphasic isophane human pyr 40:60; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"40:60; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"45581"	"Metabet SR 500mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"11316"	"NovoNorm 500microgram tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"500microgram"	"Meglitinides (Glinides)"	"Repaglinide"	"Other"
"56495"	"Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Waymade Healthcare Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"9702"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"42790"	"Gliclazide 80mg Tablet (Merck Generics (UK) Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"16389"	"Myjector hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (Terumo UK Ltd)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml/U100"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"89527"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"7375"	"Rosiglitazone 4mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1gram + 4mg"	"Glitazones Plus Metformin"	"Metformin/Rosiglitazone"	"Metformin, Other"
"82085"	"Metformin 500mg tablets (RX Farma)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"83456"	"Acarbose 50mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Acarbose"	"50mg"	"Other Antidiabetic Products"	"Acarbose"	"Other"
"86876"	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"87614"	"Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"31699"	"ABCare hypodermic U100 insulin syringe glass reusable 1ml (Rand Rocket Ltd)"	"Insulin Syringe"	NA	"Insulin"	"1ml"	"Unknown"	"Insulin"	"Insulin"
"19513"	"Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"11055"	"Insulin biphasic isophane human pyr 20:80; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"20:80; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"71667"	"Glimepiride 1mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"1mg"	"Sulphonylureas"	"Glimepiride"	"Sulfonylureas"
"59243"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"71198"	"Metformin 500mg tablets (Zanza Specials International Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"22983"	"Insuman Rapid 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"4715"	"Humalog mix 25 25/75 100units/ml Injection (Eli Lilly and Company Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"25/75 100units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"30305"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge"	"Insulin Syringe With 12Mm Needle(30G)"	NA	"Insulin"	"0.5ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"29326"	"Glipizide 5mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Glipizide"	"5mg"	"Sulphonylureas"	"Glipizide"	"Sulfonylureas"
"5021"	"NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"49502"	"Glucophage SR 500mg tablets (Mawdsley-Brooks & Company Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"65694"	"Metformin 500mg modified-release tablets (Waymade Healthcare Plc)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"58884"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"50821"	"Metformin 850mg tablets (Pfizer Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"58995"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"52319"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"40085"	"Insulin 2ml syringe"	"Syringe"	NA	"Insulin"	NA	"-"	"Insulin"	"Insulin"
"5174"	"Acarbose 100mg tablets"	"Oral tablet"	"Oral"	"Acarbose"	"100mg"	"Other Antidiabetic Products"	"Acarbose"	"Other"
"76777"	"Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100unit/1ml + 50microgram/1ml"	"Intermediate- And Long-Acting Insulins/GLP-1 Receptor Agonists Plus Insulin"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"
"54027"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector/Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"	"Insulin"
"68342"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"63401"	"Trulicity 0.75mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"1.5mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Dulaglutide"	"GLP-1RAs"
"86706"	"Admelog 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"33087"	"Metformin 500mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"2929"	"Mixtard 30 100iu/ml GE injection (Novo Nordisk Ltd)"	"GE Injection"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"74507"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"53867"	"Metformin 500mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"2928"	"METFORMIN HCl 850 MG TAB"	"Tablet"	"Oral"	"Metformin"	NA	"Unknown"	"Metformin"	"Metformin"
"36355"	"Insulin human 1mg inhalation powder blisters"	"Inhalation powder"	"Inhalation"	"Insulin"	"1mg"	"Unknown"	"Insulin"	"Insulin"
"72559"	"Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"71361"	"Humulin I 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"39203"	"Eucreas 50mg/850mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Vildagliptin/Metformin"	"50mg + 850mg"	"Gliptins Plus Metformin"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"82894"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Prosum Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"72046"	"Metformin 500mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"62098"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"16211"	"TOLBUTAMIDE 100 MG TAB"	"Tablet"	"Oral"	"Tolbutamide"	NA	"Unknown"	"Tolbutamide"	"Sulfonylureas"
"5015"	"NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/30gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"83841"	"Metformin 500mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"89608"	"Semaglutide 2.4mg/0.75ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"3.2mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"56208"	"Pioglitazone 15mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"15mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"24593"	"Neutral insulin bovine 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"92395"	"Rybelsus 14mg tablets (Pharmaram Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"14mg"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"73745"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (HTL-STREFA S.A.)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"6730"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"59311"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"38093"	"Insulin 1ml pre-set syringe"	"Syringe"	NA	"Insulin"	"1ml"	"-"	"Insulin"	"Insulin"
"73511"	"Yaltormin SR 750mg tablets (Wockhardt UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"750mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"88860"	"Trurapi 100units/ml solution for injection 10ml vials (Sanofi)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"47894"	"Nazdol MR 30mg tablets (Krka UK Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"74020"	"NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"27177"	"Insulin biphasic lispro human prb 50:50; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"50:50; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"89618"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"68589"	"Metformin 1g/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Metformin"	"200mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"87808"	"Metformin 1g modified-release tablets (A A H Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"25133"	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"7127"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"30209"	"Actrapid mc 100unit/ml Injection (Arun Products Ltd)"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"50682"	"Jentadueto 2.5mg/1000mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Linagliptin/Metformin"	"1000mg + 2.5mg"	"Gliptins Plus Metformin"	"Linagliptin/Metformin"	"DPP-4is, Metformin"
"45639"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Arctic Medical Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"12297"	"Hypurin bovine neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"57744"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (B.Braun Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"65923"	"Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"55711"	"Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"34135"	"Metformin 500mg Tablet (M & A Pharmachem Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"56008"	"Gliclazide 80mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"75987"	"Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.34mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"80621"	"Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"7412"	"U100 Insulin syringe 0.5ml"	"Insulin Syringe"	NA	"Insulin"	"0.5ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"5891"	"Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"73305"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"90375"	"Sitagliptin 125mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sitagliptin"	"25mg/1ml"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
"5621"	"Glucobay 50mg tablets (Bayer Plc)"	"Oral tablet"	"Oral"	"Acarbose"	"50mg"	"Other Antidiabetic Products"	"Acarbose"	"Other"
"83010"	"Insulin soluble bovine 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"15895"	"Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units Orange (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-70 units"	"Reusable Pens"	"Insulin"	"Insulin"
"13416"	"Insulin biphasic 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"60211"	"Canagliflozin 100mg tablets"	"Oral tablet"	"Oral"	"Canagliflozin"	"100mg"	"SGLT2 Inhibitors (Gliflozins)"	"Canagliflozin"	"SGLT-2is"
"67231"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Dowelhurst Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"46716"	"Trajenta 5mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Linagliptin"	"5mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Linagliptin"	"DPP-4is"
"51527"	"Metformin 500mg tablets (Boston Healthcare Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"13729"	"Insulin isophane human emp 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"61043"	"Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"87891"	"Metformin 500mg modified-release tablets (Amarox Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"82372"	"Competact 15mg/850mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Metformin/Pioglitazone"	"15mg + 850mg"	"Glitazones Plus Metformin"	"Metformin/Pioglitazone"	"Metformin, Other"
"62144"	"Metformin 500mg modified-release tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"62562"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"10546"	"INSULIN HUMULIN M4 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"63035"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Diabetes Care Technology Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
