"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Psychotropic"	"group"	"database"
"57034"	"Sondate XL 200mg tablets (Teva UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"8928"	"Surmontil 10mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Trimipramine"	"10mg"	"Trimipramine"	"Antidepressants"	"Gold"
"29620"	"Lamotrigine 100mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"100mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"72291"	"Trazodone 100mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Trazodone"	"20mg/1ml"	"Trazodone"	"Antidepressants"	"Gold"
"48065"	"Amitriptyline oral solution"	"Oral Liquid"	"Oral"	"Amitriptyline"	NA	"Amitriptyline"	"Antidepressants"	"Gold"
"4003"	"Molipaxin 150mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Trazodone"	"150mg"	"Trazodone"	"Antidepressants"	"Gold"
"43387"	"Sodium valproate with valproic acid 50mg modified release granules"	"Modified Release Granules"	"Oral"	"Valproate/Valproic"	"50mg"	"Valproate/Valproic"	"Mood Stabilisers"	"Gold"
"76964"	"Sodium valproate 200mg gastro-resistant tablets (Waymade Healthcare Plc)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"3668"	"IMIPRAMINE 100 MG TAB"	"Tablet"	"Oral"	"Imipramine"	NA	"Imipramine"	"Antidepressants"	"Gold"
"39359"	"Venlafaxine 75mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"53848"	"Zalasta 5mg orodispersible tablets (Krka UK Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"34129"	"Amitriptyline 25mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"83564"	"CHLORPROMAZINE HCl 10 MG TAB"	"Tablet"	"Oral"	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"89612"	"Olanzapine 20mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Olanzapine"	"20mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"82325"	"Lamictal 25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"34927"	"Amisulpride 200mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Amisulpride"	"200mg"	"Amisulpride"	"Antipsychotics"	"Gold"
"49606"	"Levinan 6mg tablets (Kyowa Kirin Ltd)"	"Oral tablet"	"Oral"	"Levomepromazine"	"6mg"	"Levomepromazine"	"Antipsychotics"	"Gold"
"3731"	"Epilim ec 200mg Gastro-resistant tablet (Sanofi)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"89614"	"Quetiapine 100mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"100mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"34421"	"Trazodone 50mg capsules (Zentiva Pharma UK Ltd)"	"Oral capsule"	"Oral"	"Trazodone"	"50mg"	"Trazodone"	"Antidepressants"	"Gold"
"68096"	"Duloxetine 60mg gastro-resistant capsules (Zentiva Pharma UK Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Duloxetine"	"Antidepressants"	"Gold"
"58822"	"Risperidone 4mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"4mg"	"Risperidone"	"Antipsychotics"	"Gold"
"79506"	"Fluoxetine 20mg capsules (Bristol Laboratories Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"55382"	"Trifluoperazine 1mg/5ml oral solution sugar free (Advanz Pharma)"	"Oral solution"	"Oral"	"Trifluoperazine"	"200microgram/1ml"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"4075"	"Fluoxetine 60mg capsules"	"Oral capsule"	"Oral"	"Fluoxetine"	"60mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"75848"	"Winfex XL 150mg capsules (Zentiva Pharma UK Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"150mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"63615"	"Olanzapine 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"2.5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"8712"	"Flupentixol decanoate 100mg/ml Injection"	"Injection"	"Intramuscular"	"Flupentixol"	"100mg/ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"1158"	"Carbamazepine 200mg tablets"	"Oral tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"86424"	"Venlafaxine 75mg modified-release capsules (Morningside Healthcare Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"41731"	"Isocarboxazid 10mg Tablet (Cambridge Laboratories Ltd)"	"Oral tablet"	"Oral"	"Isocarboxazid"	"10mg"	"Isocarboxazid"	"Antidepressants"	"Gold"
"1735"	"Stelazine 10mg Spansules (Mercury Pharma Group Ltd)"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"10mg"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"87181"	"Sodium valproate 300mg/3ml solution for injection vials"	"Solution for injection"	"Intravenous"	"Valproate"	"100mg/1ml"	"Valproate"	"Mood Stabilisers"	"Gold"
"7436"	"Serenace 5mg/1ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)"	"Solution for injection"	"Intravenous/Intramuscular"	"Haloperidol"	"5mg/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"84080"	"Levomepromazine 50mg tablets"	"Oral tablet"	"Oral"	"Levomepromazine"	"50mg"	"Levomepromazine"	"Antipsychotics"	"Gold"
"2548"	"Fluoxetine 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"53321"	"Mirtazapine 15mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Mirtazapine"	"15mg/1ml"	"Mirtazapine"	"Antidepressants"	"Gold"
"43648"	"Sodium valproate oral solution"	"Oral Liquid"	"Oral"	"Valproate"	NA	"Valproate"	"Mood Stabilisers"	"Gold"
"12544"	"CHLORPROMAZINE HCl 100 MG MIX"	NA	NA	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"40054"	"Venlafaxine 225mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"225mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"80978"	"Aripiprazole 10mg tablets (HBS Healthcare Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"10mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"5821"	"Pimozide 4mg tablets"	"Oral tablet"	"Oral"	"Pimozide"	"4mg"	"Pimozide"	"Antipsychotics"	"Gold"
"55146"	"Sertraline 100mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"100mg"	"Sertraline"	"Antidepressants"	"Gold"
"25085"	"TRIMIPRAMINE"	NA	NA	"Trimipramine"	NA	"Trimipramine"	"Antidepressants"	"Gold"
"24147"	"Amitriptyline 25mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"91465"	"Amitriptyline 25mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)"	"Oral solution"	"Oral"	"Amitriptyline"	"5mg/1ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"44472"	"Sodium valproate 100mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Valproate"	"100mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"59038"	"Carbamazepine 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"	"Oral suspension"	"Oral"	"Carbamazepine"	"20mg/1ml"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"20405"	"Maprotiline 75mg tablets"	"Oral tablet"	"Oral"	"Maprotiline"	"75mg"	"Maprotiline"	"Antidepressants"	"Gold"
"74586"	"Lofepramine 70mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Lofepramine"	"70mg"	"Lofepramine"	"Antidepressants"	"Gold"
"81634"	"Haloperidol 5mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Haloperidol"	"5mg"	"Haloperidol"	"Antipsychotics"	"Gold"
"28965"	"TRIFLUOPERAZINE HCL/ISOPROP.IODIDE FORTE TAB"	"Tablet"	"Oral"	"Trifluoperazine"	NA	"Trifluoperazine"	"Antipsychotics"	"Gold"
"2356"	"Reboxetine 4mg tablets"	"Oral tablet"	"Oral"	"Reboxetine"	"4mg"	"Reboxetine"	"Antidepressants"	"Gold"
"34223"	"Dosulepin 25mg capsules (Teva UK Ltd)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Dosulepin"	"Antidepressants"	"Gold"
"60187"	"Carbagen 200mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"59953"	"Mirtazapine 15mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"85127"	"Trifluoperazine 5mg/5ml oral solution sugar free (Advanz Pharma)"	"Oral solution"	"Oral"	"Trifluoperazine"	"1mg/1ml"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"8537"	"Trifluoperazine 1mg/ml Injection"	"Injection"	"Intramuscular"	"Trifluoperazine"	"1mg/ml"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"3925"	"Clomipramine 50mg capsules"	"Oral capsule"	"Oral"	"Clomipramine"	"50mg"	"Clomipramine"	"Antidepressants"	"Gold"
"14954"	"Lithium carbonate 450mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"450mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"82506"	"Seroxat 20mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Paroxetine"	"20mg"	"Paroxetine"	"Antidepressants"	"Gold"
"55488"	"Sertraline 50mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"60591"	"Lofepramine 70mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Lofepramine"	"70mg"	"Lofepramine"	"Antidepressants"	"Gold"
"12931"	"Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"82839"	"Phenelzine 15mg capsules"	"Oral capsule"	"Oral"	"Phenelzine"	"15mg"	"Phenelzine"	"Antidepressants"	"Gold"
"8032"	"Pericyazine 10mg tablets"	"Oral tablet"	"Oral"	"Pericyazine"	"10mg"	"Pericyazine"	"Antipsychotics"	"Gold"
"7515"	"Anafranil 10mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Oral capsule"	"Oral"	"Clomipramine"	"10mg"	"Clomipramine"	"Antidepressants"	"Gold"
"7780"	"Nortriptyline 10mg / Fluphenazine 500microgram tablets"	"Oral tablet"	"Oral"	"Fluphenazine/Nortriptyline"	"500microgram + 10mg"	"Fluphenazine/Nortriptyline"	"Antipsychotics, Antidepressants"	"Gold"
"7153"	"Duloxetine 20mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"20mg"	"Duloxetine"	"Antidepressants"	"Gold"
"42228"	"Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Trimipramine"	"10mg"	"Trimipramine"	"Antidepressants"	"Gold"
"23497"	"AMITRIPTYLINE 300 MG TAB"	"Tablet"	"Oral"	"Amitriptyline"	NA	"Amitriptyline"	"Antidepressants"	"Gold"
"3196"	"Trimipramine 50mg capsules"	"Oral capsule"	"Oral"	"Trimipramine"	"50mg"	"Trimipramine"	"Antidepressants"	"Gold"
"82296"	"Sodium valproate 300mg modified-release tablets (Ennogen Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Valproate"	"300mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"30983"	"Trazodone 150mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Trazodone"	"150mg"	"Trazodone"	"Antidepressants"	"Gold"
"64216"	"Stelazine 5mg tablets (Imported (South Africa))"	"Oral tablet"	"Oral"	"Trifluoperazine"	"5mg"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"78449"	"Risperidone 1mg/ml oral solution sugar free (Sandoz Ltd)"	"Oral solution"	"Oral"	"Risperidone"	"1mg/1ml"	"Risperidone"	"Antipsychotics"	"Gold"
"48216"	"Nortriptyline 25mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Nortriptyline"	"25mg"	"Nortriptyline"	"Antidepressants"	"Gold"
"90873"	"Sertraline 25mg tablets (Medihealth (Northern) Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"25mg"	"Sertraline"	"Antidepressants"	"Gold"
"71023"	"Dosulepin 25mg/5ml oral solution sugar free (Special Order)"	"Oral solution"	"Oral"	"Dosulepin"	"5mg/1ml"	"Dosulepin"	"Antidepressants"	"Gold"
"85602"	"Venlafaxine 37.5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Venlafaxine"	"7.5mg/1ml"	"Venlafaxine"	"Antidepressants"	"Gold"
"46972"	"Carbamazepine 200mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"2540"	"Benperidol 250microgram tablets"	"Oral tablet"	"Oral"	"Benperidol"	"250microgram"	"Benperidol"	"Antipsychotics"	"Gold"
"63859"	"Venlafaxine 75mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"82640"	"Reagila 3mg capsules (Recordati Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Cariprazine"	"3mg"	"Cariprazine"	"Antipsychotics"	"Gold"
"70593"	"Dosulepin 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Dosulepin"	"5mg/1ml"	"Dosulepin"	"Antidepressants"	"Gold"
"65296"	"Lithium carbonate 250mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Lithium"	"250mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"90672"	"Amitriptyline 10mg tablets (AAH Hillcross)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"16908"	"Risperdal Consta 25mg powder and solvent for prolonged-release suspension for injection vials (Janssen-Cilag Ltd)"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"25mg"	"Risperidone"	"Antipsychotics"	"Gold"
"1249"	"Olanzapine 10mg tablets"	"Oral tablet"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"2656"	"Olanzapine 2.5mg tablets"	"Oral tablet"	"Oral"	"Olanzapine"	"2.5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"20379"	"MAPROTILINE HCl 75 MG TAB"	"Tablet"	"Oral"	"Maprotiline"	NA	"Maprotiline"	"Antidepressants"	"Gold"
"40390"	"Promazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Promazine"	"5mg/1ml"	"Promazine"	"Antipsychotics"	"Gold"
"66437"	"Venlafaxine 75mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"24270"	"Zuclopenthixol acetate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50mg/1ml"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"52940"	"Sondate XL 50mg tablets (Teva UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"35471"	"Sodium valproate 150mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Valproate"	"150mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"82412"	"Olanzapine 5mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"16154"	"Mirtazapine 15mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Mirtazapine"	"15mg/1ml"	"Mirtazapine"	"Antidepressants"	"Gold"
"14789"	"Risperdal Consta 37.5mg powder and solvent for prolonged-release suspension for injection vials (Janssen-Cilag Ltd)"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"37.5mg"	"Risperidone"	"Antipsychotics"	"Gold"
"34474"	"Amitriptyline 25mg Tablet (Regent Laboratories Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"61657"	"Trazodone 75mg/5ml oral solution"	"Oral solution"	"Oral"	"Trazodone"	"15mg/1ml"	"Trazodone"	"Antidepressants"	"Gold"
"77272"	"Sodium valproate 500mg Tablet (Sterwin Medicines)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"47063"	"Olanzapine 10mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"63925"	"Mintreleq XL 50mg tablets (Aristo Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"80363"	"Lamotrigine 200mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"200mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"42600"	"Vexarin XL 75mg capsules (Viatris UK Healthcare Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"40726"	"Escitalopram 20mg/ml oral drops sugar free"	"Oral drops"	"Oral"	"Escitalopram"	"20mg/1ml"	"Escitalopram"	"Antidepressants"	"Gold"
"50592"	"Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Flupentixol"	"1mg"	"Flupentixol"	"Antipsychotics"	"Gold"
"71852"	"Fluoxetine 20mg capsules (Accord-UK Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"1940"	"Dothapax 25 capsules (Ashbourne Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Dosulepin"	"Antidepressants"	"Gold"
"59609"	"Lamotrigine 100mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"100mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"19606"	"MELLERIL 25mg/5ml"	NA	NA	"Thioridazine"	NA	"Thioridazine"	"Antipsychotics"	"Gold"
"26661"	"MELLERIL 100mg/5ml"	NA	NA	"Thioridazine"	NA	"Thioridazine"	"Antipsychotics"	"Gold"
"23201"	"MELLERIL 25mg/5ml"	NA	NA	"Thioridazine"	NA	"Thioridazine"	"Antipsychotics"	"Gold"
"22174"	"MODECATE"	NA	NA	"Fluphenazine"	NA	"Fluphenazine"	"Antipsychotics"	"Gold"
"26684"	"MODECATE DISPOSABLE SYRINGE"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	NA	"Fluphenazine"	"Antipsychotics"	"Gold"
"26692"	"MODECATE DISPOSABLE SYRINGE"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	NA	"Fluphenazine"	"Antipsychotics"	"Gold"
"82497"	"Lustral 50mg tablets (Dowelhurst Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"90422"	"Lamotrigine 5mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"5mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"7011"	"Sodium valproate with valproic acid 300mg modified release tablets"	"Modified Release Tablet"	"Oral"	"Valproate/Valproic"	"300mg"	"Valproate/Valproic"	"Mood Stabilisers"	"Gold"
"841"	"Seroxat 20mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"20mg"	"Paroxetine"	"Antidepressants"	"Gold"
"63763"	"Duloxetine 60mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Duloxetine"	"Antidepressants"	"Gold"
"64673"	"Levomepromazine 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"2mg/1ml"	"Levomepromazine"	"Antipsychotics"	"Gold"
"38949"	"Epilim 500 gastro-resistant tablets (Sanofi)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"6864"	"Seroquel 200mg tablets (Luye Pharma Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"77881"	"Fluoxetine 10mg capsules (Medreich Plc)"	"Oral capsule"	"Oral"	"Fluoxetine"	"10mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"79008"	"Mirtazapine 30mg orodispersible tablets (Teva UK Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"53893"	"Tegretol Prolonged Release 400mg tablets (Stephar (U.K.) Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"65987"	"Amitriptyline 25mg tablets (Crescent Pharma Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"70833"	"Sulpiride 400mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Sulpiride"	"400mg"	"Sulpiride"	"Antipsychotics"	"Gold"
"8042"	"Stelazine 15mg Spansules (Mercury Pharma Group Ltd)"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"15mg"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"42394"	"Amitriptyline 25mg Tablet (Crosspharma Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"36318"	"Sodium valproate 1g modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Valproate"	"1gram"	"Valproate"	"Mood Stabilisers"	"Gold"
"69752"	"Duloxetine 60mg gastro-resistant capsules (Creo Pharma Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Duloxetine"	"Antidepressants"	"Gold"
"78227"	"Aripiprazole 5mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"5mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"66919"	"Trimipramine 50mg capsules (Waymade Healthcare Plc)"	"Oral capsule"	"Oral"	"Trimipramine"	"50mg"	"Trimipramine"	"Antidepressants"	"Gold"
"60332"	"Sodium valproate 200mg/5ml oral solution sugar free (Wockhardt UK Ltd)"	"Oral solution"	"Oral"	"Valproate"	"40mg/1ml"	"Valproate"	"Mood Stabilisers"	"Gold"
"22814"	"Trifluperidol 1mg Tablet"	"Tablet"	"Oral"	"Trifluperidol"	"1mg"	"Trifluperidol"	"Antipsychotics"	"Gold"
"20004"	"Epilim Intravenous 400mg powder and solvent for solution for injection vials (Sanofi)"	"Powder and solvent for solution for injection"	"Intravenous"	"Valproate"	"400mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"43518"	"Fluvoxamine 100mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Fluvoxamine"	"100mg"	"Fluvoxamine"	"Antidepressants"	"Gold"
"68152"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"80893"	"Zispin SolTab 30mg orodispersible tablets (Mawdsley-Brooks & Company Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"76772"	"Seroxat 30mg tablets (Mawdsley-Brooks & Company Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"30mg"	"Paroxetine"	"Antidepressants"	"Gold"
"21157"	"Thaden 75mg tablets (Opus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Dosulepin"	"75mg"	"Dosulepin"	"Antidepressants"	"Gold"
"72821"	"Lamotrigine 50mg tablets (Kent Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"50mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"34251"	"Amitriptyline 50mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Amitriptyline"	"10mg/1ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"65838"	"Lithium carbonate 400mg modified-release tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"82326"	"Mirtazapine 30mg tablets (Medreich Plc)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"71621"	"Sodium valproate 200mg gastro-resistant tablets (Zentiva Pharma UK Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"60719"	"Levomepromazine maleate 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Levomepromazine"	"1mg/1ml"	"Levomepromazine"	"Antipsychotics"	"Gold"
"14858"	"Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"15mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"6846"	"Zispin SolTab 15mg orodispersible tablets (Organon Pharma (UK) Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
